id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
844;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Laura Fernandez;feminino;Dinheiro
845;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Connie Sumner;feminino;cartão de Credito
846;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Anthony Garnett;masculino;Dinheiro
847;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Pamela Rankins;feminino;Dinheiro
848;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;John Scroggins;masculino;Boleto
849;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Terri Auger;feminino;PIX
850;Porto Alegre;Roberto Ferreira;Smartwatch;John Fleming;masculino;Boleto
851;Porto Alegre;Roberto Ferreira;Smartwatch;Brian Axelson;masculino;cartão de Credito
852;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Patricia Ward;feminino;Dinheiro
853;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Sherri Sharpton;feminino;Boleto
854;São Paulo;Lucas Pereira;Fone de Ouvido Sony;William Hendrickson;masculino;Boleto
855;São Paulo;Ana Oliveira;Tablet Apple Ipad;David Anderson;masculino;PIX
856;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Angie Figueroa;feminino;Dinheiro
857;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Eric Christensen;masculino;cartão de Credito
858;Florianopolis;Tiago Lima;Tablet Apple Ipad;Blake Miranda;masculino;Dinheiro
859;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Dale Kelly;feminino;PIX
860;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Joseph Brandenberger;masculino;Boleto
861;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Edward Llewellyn;masculino;Boleto
862;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Maria Milton;feminino;cartão de Credito
863;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;William Davis;masculino;cartão de Credito
864;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Kyle Goble;masculino;PIX
865;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Aaron Spencer;masculino;Boleto
866;Rio de Jameiro;Juliana Almeida;Smartwatch;Matthew Antal;masculino;Dinheiro
867;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Adrienne Courson;feminino;cartão de Credito
868;Porto Alegre;Mariana Gomes;Smartwatch;Claudia Kilburn;feminino;cartão de Credito
869;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Bobbie Chadwick;feminino;cartão de Credito
870;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Katherine Brown;feminino;Boleto
871;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Laura Furr;feminino;PIX
872;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Lola Hamilton;feminino;Boleto
873;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Richard Wixon;masculino;Dinheiro
874;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Christine Webre;feminino;Boleto
875;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Roger Ortega;masculino;PIX
876;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Frank Brown;masculino;cartão de Credito
877;Florianopolis;Tiago Lima;Smartwatch;Sarah Stevens;feminino;PIX
878;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Melba Grant;feminino;Dinheiro
879;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Philip Langevin;masculino;Dinheiro
880;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Vicki Frey;feminino;Boleto
881;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;William Sandoval;masculino;Boleto
882;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Charles Vedovelli;masculino;Dinheiro
883;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Wanda Plank;feminino;Boleto
884;Florianopolis;Gabriela Santos;Smartwatch;Sheila Pitzer;feminino;Dinheiro
885;Rio de Jameiro;Juliana Almeida;Smartwatch;Keith Ehret;masculino;PIX
886;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Elmer Glatt;masculino;Boleto
887;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Gustavo Roca;masculino;cartão de Credito
888;Belo Horizonte;Carlos Silva;Smartwatch;Peter Moses;masculino;PIX
889;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Danny Finney;masculino;Dinheiro
890;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Gene Canfield;masculino;PIX
891;Porto Alegre;Roberto Ferreira;Smartwatch;Eric Francisco;masculino;cartão de Credito
892;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Princess Pugh;feminino;cartão de Credito
893;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Frank Adams;masculino;cartão de Credito
894;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Tony Wigfield;masculino;cartão de Credito
895;Florianopolis;Gabriela Santos;Smartwatch;Walter Mushtaq;masculino;PIX
896;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Joann Cobbley;feminino;cartão de Credito
897;São Paulo;Lucas Pereira;Smartwatch;Asa Moczygemba;masculino;Dinheiro
898;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Thomas Yahna;masculino;Dinheiro
899;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Marlon Plummer;masculino;PIX
900;São Paulo;Lucas Pereira;Tablet Apple Ipad;Monica Allen;feminino;cartão de Credito
901;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Kellie Wiesner;feminino;cartão de Credito
902;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Nita Frazier;feminino;PIX
903;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Terry Friedman;masculino;cartão de Credito
904;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Ruth Ford;feminino;Boleto
905;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Thomas Wertheim;masculino;Boleto
906;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Charlie Sandoval;masculino;cartão de Credito
907;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jean Botello;feminino;cartão de Credito
908;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Thomas Parker;masculino;Dinheiro
909;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Michelle Zamudio;feminino;cartão de Credito
910;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Mary Lopez;feminino;Boleto
911;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Gertrude Roberts;feminino;Boleto
912;Rio de Jameiro;Juliana Almeida;Smartwatch;Anna Sparr;feminino;cartão de Credito
913;Porto Alegre;Roberto Ferreira;Smartwatch;Irene Brafford;feminino;Boleto
914;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Blanca Johnson;feminino;Boleto
915;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Kelly Lloyd;feminino;Boleto
916;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Brook Rankin;feminino;cartão de Credito
917;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Mary Gladstone;feminino;PIX
918;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Thomas Santana;masculino;Dinheiro
919;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Mary Jimenez;feminino;Dinheiro
920;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Lillie Smith;feminino;cartão de Credito
921;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Katherine Odom;feminino;cartão de Credito
922;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Dennis Selman;masculino;Boleto
923;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Theresa Emerson;feminino;Dinheiro
924;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Lauren Shields;feminino;Dinheiro
925;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Justin Naegeli;masculino;Boleto
926;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Faustino Soriano;masculino;PIX
927;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Doris Robertson;feminino;PIX
928;São Paulo;Ana Oliveira;Smartwatch;Sandra Scheunemann;feminino;PIX
929;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Jeremy Dempsey;masculino;Dinheiro
930;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Jorge Age;masculino;Dinheiro
931;Porto Alegre;Mariana Gomes;Smartwatch;Robert Mckee;masculino;PIX
932;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;David Brunson;masculino;PIX
933;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;James Barfield;masculino;Boleto
934;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Robert Kardashian;masculino;Dinheiro
935;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Carrie Jefferson;feminino;Boleto
936;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Lewis Taylor;masculino;Boleto
937;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Edward Langevin;masculino;Boleto
938;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Eric Pallazzo;masculino;cartão de Credito
939;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Tommy Hastings;masculino;cartão de Credito
940;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Randal Lorenzen;masculino;Boleto
941;Rio de Jameiro;Juliana Almeida;Smartwatch;Betty Letarte;feminino;PIX
942;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Brandon Holtzman;masculino;PIX
943;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Paula Davis;feminino;cartão de Credito
944;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Callie Rodriguez;feminino;PIX
945;Florianopolis;Tiago Lima;Tablet Apple Ipad;Anne Colin;feminino;Boleto
946;Porto Alegre;Mariana Gomes;Smartwatch;Hugh Collins;masculino;cartão de Credito
947;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Steve Corrie;masculino;PIX
948;Porto Alegre;Mariana Gomes;Smartwatch;Shanell Holtrop;feminino;Dinheiro
949;Florianopolis;Tiago Lima;Smartwatch;Steven Alo;masculino;PIX
950;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Jessie Perry;feminino;cartão de Credito
951;Belo Horizonte;Carlos Silva;Smartwatch;Alvin Vandekieft;masculino;Dinheiro
952;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Jose Hardy;masculino;cartão de Credito
953;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Sheri Crouch;feminino;cartão de Credito
954;Belo Horizonte;Fernanda Costa;Smartwatch;Mary Upham;feminino;cartão de Credito
955;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Denice Williams;feminino;Boleto
956;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Randall Thomas;masculino;PIX
957;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jeannie Cho;feminino;Boleto
958;São Paulo;Ana Oliveira;Tablet Apple Ipad;Gladys Rice;feminino;Boleto
959;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Lester Chambers;masculino;Dinheiro
960;Florianopolis;Tiago Lima;Tablet Apple Ipad;Lenny Rosa;masculino;cartão de Credito
961;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Judy Grant;feminino;PIX
962;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Hugh Griffin;masculino;cartão de Credito
963;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Gilbert Lipscomb;masculino;cartão de Credito
964;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Dolores Reddout;feminino;Dinheiro
965;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Yolanda Sterling;feminino;cartão de Credito
966;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Annette Wagner;feminino;cartão de Credito
967;Florianopolis;Gabriela Santos;Smartwatch;Aaron Diaz;masculino;cartão de Credito
968;Florianopolis;Tiago Lima;Tablet Apple Ipad;Heather Byrd;feminino;Boleto
969;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Gregory Mclemore;masculino;PIX
970;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Tami Dublin;feminino;PIX
971;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Bryan Hernandez;masculino;PIX
972;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Maria Harper;feminino;Boleto
973;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Thomas Duffy;masculino;cartão de Credito
974;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Eileen Jacobs;feminino;Boleto
975;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Gwendolyn Sutton;feminino;Dinheiro
976;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Regina Holbrook;feminino;PIX
977;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Tony Connor;masculino;Boleto
978;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Donald Abel;masculino;cartão de Credito
979;Porto Alegre;Roberto Ferreira;Smartwatch;Kim Vazquez;feminino;cartão de Credito
980;Porto Alegre;Roberto Ferreira;Smartwatch;Joseph Hurt;masculino;Boleto
981;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;William Till;masculino;cartão de Credito
982;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Doris Jones;feminino;PIX
983;São Paulo;Lucas Pereira;Tablet Apple Ipad;German Barrett;masculino;Dinheiro
984;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;James Wannamaker;masculino;cartão de Credito
985;Porto Alegre;Roberto Ferreira;Smartwatch;Rodney Hall;masculino;cartão de Credito
986;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Ronald Dixon;masculino;cartão de Credito
987;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;John Johnson;masculino;Dinheiro
988;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Alicia Sanders;feminino;Boleto
989;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Guadalupe Scott;feminino;Boleto
990;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Wendy Parker;feminino;PIX
991;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Raymond Johnson;masculino;Boleto
992;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Roseann Harris;feminino;PIX
993;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Lucy Jones;feminino;cartão de Credito
994;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Gladys Carrozza;feminino;PIX
995;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Dawn Harris;feminino;Dinheiro
996;Porto Alegre;Mariana Gomes;Smartwatch;Patricia Twyman;feminino;Boleto
997;Florianopolis;Gabriela Santos;Smartwatch;Annie Sisneros;feminino;Dinheiro
998;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Sallie Welch;feminino;Dinheiro
999;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Roseanna Jones;feminino;Boleto
1000;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;David Grady;masculino;PIX
1001;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Carmelita Royster;feminino;Boleto
1002;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;June Mickelsen;feminino;cartão de Credito
1003;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Matthew Owen;masculino;Dinheiro
1004;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Lou Farrell;feminino;Dinheiro
1005;São Paulo;Lucas Pereira;Smartwatch;Karen Merritt;feminino;cartão de Credito
1006;Rio de Jameiro;Pedro Souza;Smartwatch;Barbara Nash;feminino;Boleto
1007;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Melvin Madrid;masculino;Boleto
1008;São Paulo;Ana Oliveira;Smartwatch;Carissa Milliren;feminino;Dinheiro
1009;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Francis Valentine;feminino;cartão de Credito
1010;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Amy Vatter;feminino;Boleto
1011;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Scott Branham;masculino;PIX
1012;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Charles Kimmel;masculino;Dinheiro
1013;São Paulo;Lucas Pereira;Tablet Apple Ipad;Edward Ostrander;masculino;Boleto
1014;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Jared Jones;masculino;Boleto
1015;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Jeffery Parlin;masculino;Boleto
1016;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;David Raybuck;masculino;Boleto
1017;São Paulo;Ana Oliveira;Tablet Apple Ipad;Judith Mainella;feminino;Boleto
1018;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Thomas Tarleton;masculino;PIX
1019;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Clint Sims;masculino;cartão de Credito
1020;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Daniel Brooks;masculino;Dinheiro
1021;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Lewis Weaver;masculino;PIX
1022;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Brian Smallwood;masculino;PIX
1023;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Joyce Frizzell;feminino;Dinheiro
1024;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Steven Abbott;masculino;Dinheiro
1025;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Katherine Bower;feminino;Dinheiro
1026;Rio de Jameiro;Pedro Souza;Smartwatch;Gloria Mccardell;feminino;Dinheiro
1027;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Tina Ackerman;feminino;Boleto
1028;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Evelyn Herndon;feminino;Dinheiro
1029;São Paulo;Ana Oliveira;Tablet Apple Ipad;Larry Deas;masculino;Dinheiro
1030;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Kassandra Wick;feminino;PIX
1031;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Jason Dickson;masculino;Boleto
1032;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Michael Shepard;masculino;cartão de Credito
1033;Rio de Jameiro;Juliana Almeida;Smartwatch;Erin Valdez;feminino;Dinheiro
1034;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Candice Stine;feminino;PIX
1035;Florianopolis;Gabriela Santos;Smartwatch;Rose Whitmore;feminino;PIX
1036;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Nathan Simon;masculino;Boleto
1037;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Darrell Sly;masculino;Dinheiro
1038;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Alvin Cheatam;masculino;Dinheiro
1039;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Mary Johnson;feminino;Boleto
1040;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Nicole Portes;feminino;cartão de Credito
1041;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Carman Buoy;feminino;Dinheiro
1042;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Emma Ash;feminino;Boleto
1043;São Paulo;Ana Oliveira;Smartwatch;Louise Collins;feminino;Boleto
1044;Florianopolis;Gabriela Santos;Smartwatch;Roberto Palmer;masculino;Dinheiro
1045;São Paulo;Ana Oliveira;Smartwatch;Michelle Alexander;feminino;Boleto
1046;Porto Alegre;Mariana Gomes;Smartwatch;Michael Anderson;masculino;PIX
1047;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Joseph Riker;masculino;Boleto
1048;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Martha Lobendahn;feminino;PIX
1049;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Roseanne Wylie;feminino;Dinheiro
1050;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Roland Bradley;masculino;Dinheiro
1051;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dorothy Pinkney;feminino;cartão de Credito
1052;Rio de Jameiro;Juliana Almeida;Smartwatch;Daniel Osborne;masculino;cartão de Credito
1053;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Christopher Wilburn;masculino;Boleto
1054;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Steven Brito;masculino;PIX
1055;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Calvin Troyer;masculino;PIX
1056;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Frank Hardesty;masculino;cartão de Credito
1057;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Theresa Netterville;feminino;PIX
1058;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Olin Mercier;masculino;Dinheiro
1059;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Margaret Kuboushek;feminino;Boleto
1060;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Ebony Brickner;feminino;Boleto
1061;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Ruth Kovacs;feminino;PIX
1062;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Carol Knoblock;feminino;cartão de Credito
1063;Florianopolis;Gabriela Santos;Smartwatch;Katherine Flores;feminino;Boleto
1064;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Forrest Grant;masculino;cartão de Credito
1065;Florianopolis;Tiago Lima;Smartwatch;Gerald Hall;masculino;PIX
1066;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Jerry Roghair;masculino;PIX
1067;São Paulo;Ana Oliveira;Tablet Apple Ipad;Carl Gibson;masculino;Dinheiro
1068;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Jeremy Hall;masculino;Dinheiro
1069;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Diane Maynard;feminino;Boleto
1070;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Bee Thrash;feminino;PIX
1071;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Jaimee Maldonado;feminino;Dinheiro
1072;Rio de Jameiro;Juliana Almeida;Smartwatch;Robert Wenrich;masculino;PIX
1073;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Jaime Caldera;masculino;cartão de Credito
1074;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Patrick Archer;masculino;Boleto
1075;São Paulo;Lucas Pereira;Tablet Apple Ipad;Eleanor Dellapenna;feminino;Boleto
1076;São Paulo;Ana Oliveira;Tablet Apple Ipad;Myra Barnett;feminino;PIX
1077;Porto Alegre;Mariana Gomes;Smartwatch;Lois Brody;feminino;PIX
1078;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Precious Sturgis;feminino;cartão de Credito
1079;Porto Alegre;Roberto Ferreira;Smartwatch;Daniel Atkinson;masculino;cartão de Credito
1080;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Johnny Schnader;masculino;Dinheiro
1081;São Paulo;Lucas Pereira;Smartwatch;Charlotte Edwards;feminino;Dinheiro
1082;Florianopolis;Tiago Lima;Fone de Ouvido Sony;James Sermersheim;masculino;Boleto
1083;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Elizabeth Batista;feminino;Dinheiro
1084;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Ross Fernandez;masculino;cartão de Credito
1085;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;George Peterson;masculino;Boleto
1086;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Jane Menzel;feminino;PIX
1087;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Kenneth Willis;masculino;cartão de Credito
1088;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Darlene Sanchez;feminino;cartão de Credito
1089;Belo Horizonte;Fernanda Costa;Smartwatch;Alice Mooney;feminino;Dinheiro
1090;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Betty Akin;feminino;cartão de Credito
1091;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Joseph Humble;masculino;Boleto
1092;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Dennis Perry;masculino;Dinheiro
1093;São Paulo;Ana Oliveira;Fone de Ouvido Sony;William Gerard;masculino;Dinheiro
1094;Rio de Jameiro;Juliana Almeida;Smartwatch;Warner Williams;masculino;Dinheiro
1095;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Nancy Petry;feminino;Boleto
1096;São Paulo;Lucas Pereira;Smartwatch;Vicky Washington;feminino;Dinheiro
1097;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Jose Brent;masculino;cartão de Credito
1098;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Arthur Beltran;masculino;Dinheiro
1099;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Lauren Boehm;feminino;Boleto
1100;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Brian Johnson;masculino;PIX
1101;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Luis Kilgore;masculino;PIX
1102;Florianopolis;Tiago Lima;Tablet Apple Ipad;Adam Estrada;masculino;Boleto
1103;Belo Horizonte;Carlos Silva;Smartwatch;Christopher White;masculino;Dinheiro
1104;Rio de Jameiro;Juliana Almeida;Smartwatch;Juli Anderson;feminino;Dinheiro
1105;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Norris Dean;masculino;cartão de Credito
1106;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Whitney Outman;feminino;Dinheiro
1107;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Amy Osborn;feminino;PIX
1108;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Jordan Moore;masculino;Boleto
1109;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Susan Cardinale;feminino;Dinheiro
1110;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;James Herring;masculino;Dinheiro
1111;São Paulo;Ana Oliveira;Smartwatch;Karen Rodrigues;feminino;Dinheiro
1112;Florianopolis;Tiago Lima;Tablet Apple Ipad;Florence Caldera;feminino;Boleto
1113;Belo Horizonte;Fernanda Costa;Smartwatch;Robert Conley;masculino;PIX
1114;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Greg Usry;masculino;Boleto
1115;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Kenneth Thacker;masculino;Dinheiro
1116;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Ruth Ballin;feminino;cartão de Credito
1117;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;James Dotson;masculino;Boleto
1118;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Robert Williams;masculino;Boleto
1119;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Lyndsay Vazquez;feminino;PIX
1120;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Isaac Hathaway;masculino;Boleto
1121;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Andrew Wilkinson;masculino;Dinheiro
1122;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Elaine Brown;feminino;PIX
